"Var","Location","Val","Month","Year"
"Temperature","Edmonton, Alberta",-8.1,"Dec",1989
"Temperature","Edmonton, Alberta",-9.3,"Jan",1990
"Temperature","Edmonton, Alberta",-11.3,"Feb",1990
"Temperature","Edmonton, Alberta",-0.6,"Mar",1990
"Temperature","Edmonton, Alberta",4.2,"Apr",1990
"Temperature","Edmonton, Alberta",10.9,"May",1990
"Temperature","Edmonton, Alberta",14.8,"Jun",1990
"Temperature","Edmonton, Alberta",16.8,"Jul",1990
"Temperature","Edmonton, Alberta",16.4,"Aug",1990
"Temperature","Edmonton, Alberta",13,"Sep",1990
"Temperature","Edmonton, Alberta",2.9,"Oct",1990
"Temperature","Edmonton, Alberta",-7.9,"Nov",1990
"Temperature","Edmonton, Alberta",-14.9,"Dec",1990
"Temperature","Edmonton, Alberta",-12.6,"Jan",1991
"Temperature","Edmonton, Alberta",-4.9,"Feb",1991
"Temperature","Edmonton, Alberta",-6.1,"Mar",1991
"Temperature","Edmonton, Alberta",6.3,"Apr",1991
"Temperature","Edmonton, Alberta",11,"May",1991
"Temperature","Edmonton, Alberta",14,"Jun",1991
"Temperature","Edmonton, Alberta",17.1,"Jul",1991
"Temperature","Edmonton, Alberta",18.5,"Aug",1991
"Temperature","Edmonton, Alberta",10.9,"Sep",1991
"Temperature","Edmonton, Alberta",0.9,"Oct",1991
"Temperature","Edmonton, Alberta",-6.5,"Nov",1991
"Temperature","Edmonton, Alberta",-8.7,"Dec",1991
"Temperature","Edmonton, Alberta",-7.7,"Jan",1992
"Temperature","Edmonton, Alberta",-8.5,"Feb",1992
"Temperature","Edmonton, Alberta",0.9,"Mar",1992
"Temperature","Edmonton, Alberta",5.6,"Apr",1992
"Temperature","Edmonton, Alberta",9.6,"May",1992
"Temperature","Edmonton, Alberta",15.8,"Jun",1992
"Temperature","Edmonton, Alberta",15.3,"Jul",1992
"Temperature","Edmonton, Alberta",14.3,"Aug",1992
"Temperature","Edmonton, Alberta",8.2,"Sep",1992
"Temperature","Edmonton, Alberta",4,"Oct",1992
"Temperature","Edmonton, Alberta",-2.8,"Nov",1992
"Temperature","Edmonton, Alberta",-16.1,"Dec",1992
"Temperature","Edmonton, Alberta",-15.4,"Jan",1993
"Temperature","Edmonton, Alberta",-10.5,"Feb",1993
"Temperature","Edmonton, Alberta",-3,"Mar",1993
"Temperature","Edmonton, Alberta",5.2,"Apr",1993
"Temperature","Edmonton, Alberta",12.2,"May",1993
"Temperature","Edmonton, Alberta",13.7,"Jun",1993
"Temperature","Edmonton, Alberta",15,"Jul",1993
"Temperature","Edmonton, Alberta",14.6,"Aug",1993
"Temperature","Edmonton, Alberta",9.9,"Sep",1993
"Temperature","Edmonton, Alberta",4.8,"Oct",1993
"Temperature","Edmonton, Alberta",-5.1,"Nov",1993
"Temperature","Edmonton, Alberta",-6.6,"Dec",1993
"Temperature","Edmonton, Alberta",-17.1,"Jan",1994
"Temperature","Edmonton, Alberta",-18.9,"Feb",1994
"Temperature","Edmonton, Alberta",-1.2,"Mar",1994
"Temperature","Edmonton, Alberta",5.6,"Apr",1994
"Temperature","Edmonton, Alberta",11,"May",1994
"Temperature","Edmonton, Alberta",14.2,"Jun",1994
"Temperature","Edmonton, Alberta",17.6,"Jul",1994
"Temperature","Edmonton, Alberta",15.8,"Aug",1994
"Temperature","Edmonton, Alberta",13,"Sep",1994
"Temperature","Edmonton, Alberta",4.8,"Oct",1994
"Temperature","Edmonton, Alberta",-6.1,"Nov",1994
"Temperature","Edmonton, Alberta",-11.9,"Dec",1994
"Temperature","Edmonton, Alberta",-13.7,"Jan",1995
"Temperature","Edmonton, Alberta",-10.8,"Feb",1995
"Temperature","Edmonton, Alberta",-4.5,"Mar",1995
"Temperature","Edmonton, Alberta",3.2,"Apr",1995
"Temperature","Edmonton, Alberta",10.8,"May",1995
"Temperature","Edmonton, Alberta",15.2,"Jun",1995
"Temperature","Edmonton, Alberta",16.1,"Jul",1995
"Temperature","Edmonton, Alberta",13.1,"Aug",1995
"Temperature","Edmonton, Alberta",11.4,"Sep",1995
"Temperature","Edmonton, Alberta",4.1,"Oct",1995
"Temperature","Edmonton, Alberta",-8.6,"Nov",1995
"Temperature","Edmonton, Alberta",-14,"Dec",1995
"Temperature","Edmonton, Alberta",-21.4,"Jan",1996
"Temperature","Edmonton, Alberta",-10.9,"Feb",1996
"Temperature","Edmonton, Alberta",-8.1,"Mar",1996
"Temperature","Edmonton, Alberta",4.7,"Apr",1996
"Temperature","Edmonton, Alberta",8.1,"May",1996
"Temperature","Edmonton, Alberta",13.6,"Jun",1996
"Temperature","Edmonton, Alberta",16.5,"Jul",1996
"Temperature","Edmonton, Alberta",16.3,"Aug",1996
"Temperature","Edmonton, Alberta",9,"Sep",1996
"Temperature","Edmonton, Alberta",3.3,"Oct",1996
"Temperature","Edmonton, Alberta",-11.2,"Nov",1996
"Temperature","Edmonton, Alberta",-17.5,"Dec",1996
"Temperature","Edmonton, Alberta",-17.3,"Jan",1997
"Temperature","Edmonton, Alberta",-6.5,"Feb",1997
"Temperature","Edmonton, Alberta",-7.7,"Mar",1997
"Temperature","Edmonton, Alberta",1.9,"Apr",1997
"Temperature","Edmonton, Alberta",10.3,"May",1997
"Temperature","Edmonton, Alberta",15.3,"Jun",1997
"Temperature","Edmonton, Alberta",16.9,"Jul",1997
"Temperature","Edmonton, Alberta",16.7,"Aug",1997
"Temperature","Edmonton, Alberta",13.3,"Sep",1997
"Temperature","Edmonton, Alberta",3.5,"Oct",1997
"Temperature","Edmonton, Alberta",-2.2,"Nov",1997
"Temperature","Edmonton, Alberta",-4.1,"Dec",1997
"Temperature","Edmonton, Alberta",-18.7,"Jan",1998
"Temperature","Edmonton, Alberta",-6.3,"Feb",1998
"Temperature","Edmonton, Alberta",-4.1,"Mar",1998
"Temperature","Edmonton, Alberta",7.1,"Apr",1998
"Temperature","Edmonton, Alberta",13.7,"May",1998
"Temperature","Edmonton, Alberta",13.9,"Jun",1998
"Temperature","Edmonton, Alberta",17.8,"Jul",1998
"Temperature","Edmonton, Alberta",18,"Aug",1998
"Temperature","Edmonton, Alberta",11.4,"Sep",1998
"Temperature","Edmonton, Alberta",5.7,"Oct",1998
"Temperature","Edmonton, Alberta",-6.5,"Nov",1998
"Temperature","Edmonton, Alberta",-12.7,"Dec",1998
"Temperature","Edmonton, Alberta",-15.2,"Jan",1999
"Temperature","Edmonton, Alberta",-9.7,"Feb",1999
"Temperature","Edmonton, Alberta",-5.6,"Mar",1999
"Temperature","Edmonton, Alberta",5.4,"Apr",1999
"Temperature","Edmonton, Alberta",9,"May",1999
"Temperature","Edmonton, Alberta",13.3,"Jun",1999
"Temperature","Edmonton, Alberta",14.7,"Jul",1999
"Temperature","Edmonton, Alberta",16.2,"Aug",1999
"Temperature","Edmonton, Alberta",10.2,"Sep",1999
"Temperature","Edmonton, Alberta",4.8,"Oct",1999
"Temperature","Edmonton, Alberta",-3.4,"Nov",1999
"Temperature","Edmonton, Alberta",-5.6,"Dec",1999
"Temperature","Edmonton, Alberta",-14.7,"Jan",2000
"Temperature","Edmonton, Alberta",-11,"Feb",2000
"Temperature","Edmonton, Alberta",-3.7,"Mar",2000
"Temperature","Edmonton, Alberta",4,"Apr",2000
"Temperature","Edmonton, Alberta",8.9,"May",2000
"Temperature","Edmonton, Alberta",13.1,"Jun",2000
"Temperature","Edmonton, Alberta",16.6,"Jul",2000
"Temperature","Edmonton, Alberta",14.3,"Aug",2000
"Temperature","Edmonton, Alberta",9.9,"Sep",2000
"Temperature","Edmonton, Alberta",4.1,"Oct",2000
"Temperature","Edmonton, Alberta",-5.5,"Nov",2000
"Temperature","Edmonton, Alberta",-14.4,"Dec",2000
"Temperature","Edmonton, Alberta",-6.7,"Jan",2001
"Temperature","Edmonton, Alberta",-13.8,"Feb",2001
"Temperature","Edmonton, Alberta",-3.1,"Mar",2001
"Temperature","Edmonton, Alberta",1.1,"Apr",2001
"Temperature","Edmonton, Alberta",11.2,"May",2001
"Temperature","Edmonton, Alberta",14,"Jun",2001
"Temperature","Edmonton, Alberta",17.2,"Jul",2001
"Temperature","Edmonton, Alberta",17.3,"Aug",2001
"Temperature","Edmonton, Alberta",11.9,"Sep",2001
"Temperature","Edmonton, Alberta",3.4,"Oct",2001
"Temperature","Edmonton, Alberta",-2.3,"Nov",2001
"Temperature","Edmonton, Alberta",-12.5,"Dec",2001
"Temperature","Edmonton, Alberta",-12.8,"Jan",2002
"Temperature","Edmonton, Alberta",-8.1,"Feb",2002
"Temperature","Edmonton, Alberta",-11.3,"Mar",2002
"Temperature","Edmonton, Alberta",-0.4,"Apr",2002
"Temperature","Edmonton, Alberta",8.6,"May",2002
"Temperature","Edmonton, Alberta",15.5,"Jun",2002
"Temperature","Edmonton, Alberta",17.3,"Jul",2002
"Temperature","Edmonton, Alberta",14.6,"Aug",2002
"Temperature","Edmonton, Alberta",9.7,"Sep",2002
"Temperature","Edmonton, Alberta",1.1,"Oct",2002
"Temperature","Edmonton, Alberta",-2,"Nov",2002
"Temperature","Edmonton, Alberta",-8.1,"Dec",2002
"Temperature","Edmonton, Alberta",-12.5,"Jan",2003
"Temperature","Edmonton, Alberta",-11.9,"Feb",2003
"Temperature","Edmonton, Alberta",-8.3,"Mar",2003
"Temperature","Edmonton, Alberta",4.2,"Apr",2003
"Temperature","Edmonton, Alberta",9.7,"May",2003
"Temperature","Edmonton, Alberta",14.3,"Jun",2003
"Temperature","Edmonton, Alberta",17.5,"Jul",2003
"Temperature","Edmonton, Alberta",17.3,"Aug",2003
"Temperature","Edmonton, Alberta",10.7,"Sep",2003
"Temperature","Edmonton, Alberta",6.2,"Oct",2003
"Temperature","Edmonton, Alberta",-8.4,"Nov",2003
"Temperature","Edmonton, Alberta",-9.8,"Dec",2003
"Temperature","Edmonton, Alberta",-16.3,"Jan",2004
"Temperature","Edmonton, Alberta",-8.2,"Feb",2004
"Temperature","Edmonton, Alberta",-3.1,"Mar",2004
"Temperature","Edmonton, Alberta",4.9,"Apr",2004
"Temperature","Edmonton, Alberta",8.3,"May",2004
"Temperature","Edmonton, Alberta",13.9,"Jun",2004
"Temperature","Edmonton, Alberta",17.2,"Jul",2004
"Temperature","Edmonton, Alberta",14.8,"Aug",2004
"Temperature","Edmonton, Alberta",9.3,"Sep",2004
"Temperature","Edmonton, Alberta",3.1,"Oct",2004
"Temperature","Edmonton, Alberta",-1.6,"Nov",2004
"Temperature","Edmonton, Alberta",-9.9,"Dec",2004
"Temperature","Edmonton, Alberta",-14.5,"Jan",2005
"Temperature","Edmonton, Alberta",-7.9,"Feb",2005
"Temperature","Edmonton, Alberta",-2.1,"Mar",2005
"Temperature","Edmonton, Alberta",5.7,"Apr",2005
"Temperature","Edmonton, Alberta",10.8,"May",2005
"Temperature","Edmonton, Alberta",13.7,"Jun",2005
"Temperature","Edmonton, Alberta",16.1,"Jul",2005
"Temperature","Edmonton, Alberta",14,"Aug",2005
"Temperature","Edmonton, Alberta",9.4,"Sep",2005
"Temperature","Edmonton, Alberta",5.1,"Oct",2005
"Temperature","Edmonton, Alberta",-2,"Nov",2005
"Temperature","Edmonton, Alberta",-8,"Dec",2005
"Temperature","Edmonton, Alberta",-6.8,"Jan",2006
"Temperature","Edmonton, Alberta",-10.1,"Feb",2006
"Temperature","Edmonton, Alberta",-5.4,"Mar",2006
"Temperature","Edmonton, Alberta",7.2,"Apr",2006
"Temperature","Edmonton, Alberta",11.6,"May",2006
"Temperature","Edmonton, Alberta",16,"Jun",2006
"Temperature","Edmonton, Alberta",18.7,"Jul",2006
"Temperature","Edmonton, Alberta",15.4,"Aug",2006
"Temperature","Edmonton, Alberta",12.1,"Sep",2006
"Temperature","Edmonton, Alberta",3.2,"Oct",2006
"Temperature","Edmonton, Alberta",-9.9,"Nov",2006
"Temperature","Edmonton, Alberta",-8.2,"Dec",2006
"Temperature","Edmonton, Alberta",-10.7,"Jan",2007
"Temperature","Edmonton, Alberta",-13.9,"Feb",2007
"Temperature","Edmonton, Alberta",-3.3,"Mar",2007
"Temperature","Edmonton, Alberta",3.8,"Apr",2007
"Temperature","Edmonton, Alberta",10.8,"May",2007
"Temperature","Edmonton, Alberta",14.4,"Jun",2007
"Temperature","Edmonton, Alberta",19.7,"Jul",2007
"Temperature","Edmonton, Alberta",14.1,"Aug",2007
"Temperature","Edmonton, Alberta",10,"Sep",2007
"Temperature","Edmonton, Alberta",5.7,"Oct",2007
"Temperature","Edmonton, Alberta",-4.9,"Nov",2007
"Temperature","Edmonton, Alberta",-13,"Dec",2007
"Temperature","Edmonton, Alberta",-14.1,"Jan",2008
"Temperature","Edmonton, Alberta",-11.5,"Feb",2008
"Temperature","Edmonton, Alberta",-5,"Mar",2008
"Temperature","Edmonton, Alberta",1.3,"Apr",2008
"Temperature","Edmonton, Alberta",11,"May",2008
"Temperature","Edmonton, Alberta",14.6,"Jun",2008
"Temperature","Edmonton, Alberta",16.6,"Jul",2008
"Temperature","Edmonton, Alberta",16,"Aug",2008
"Temperature","Edmonton, Alberta",10.5,"Sep",2008
"Temperature","Edmonton, Alberta",6,"Oct",2008
"Temperature","Edmonton, Alberta",-0.9,"Nov",2008
"Temperature","Edmonton, Alberta",-16.9,"Dec",2008
"Temperature","Edmonton, Alberta",-13.7,"Jan",2009
"Temperature","Edmonton, Alberta",-11.5,"Feb",2009
"Temperature","Edmonton, Alberta",-8.6,"Mar",2009
"Temperature","Edmonton, Alberta",3.2,"Apr",2009
"Temperature","Edmonton, Alberta",9.2,"May",2009
"Temperature","Edmonton, Alberta",13.7,"Jun",2009
"Temperature","Edmonton, Alberta",16.1,"Jul",2009
"Temperature","Edmonton, Alberta",15.4,"Aug",2009
"Temperature","Edmonton, Alberta",14.2,"Sep",2009
"Temperature","Edmonton, Alberta",1.6,"Oct",2009
"Temperature","Edmonton, Alberta",-1.4,"Nov",2009
"Temperature","Edmonton, Alberta",-16.7,"Dec",2009
"Precipitation","Edmonton, Alberta",24,"Jan",1950
"Precipitation","Edmonton, Alberta",7,"Feb",1950
"Precipitation","Edmonton, Alberta",4,"Mar",1950
"Precipitation","Edmonton, Alberta",22,"Apr",1950
"Precipitation","Edmonton, Alberta",18,"May",1950
"Precipitation","Edmonton, Alberta",29,"Jun",1950
"Precipitation","Edmonton, Alberta",64,"Jul",1950
"Precipitation","Edmonton, Alberta",62,"Aug",1950
"Precipitation","Edmonton, Alberta",20,"Sep",1950
"Precipitation","Edmonton, Alberta",12,"Oct",1950
"Precipitation","Edmonton, Alberta",20,"Nov",1950
"Precipitation","Edmonton, Alberta",9,"Dec",1950
"Precipitation","Edmonton, Alberta",24,"Jan",1951
"Precipitation","Edmonton, Alberta",34,"Feb",1951
"Precipitation","Edmonton, Alberta",27,"Mar",1951
"Precipitation","Edmonton, Alberta",35,"Apr",1951
"Precipitation","Edmonton, Alberta",75,"May",1951
"Precipitation","Edmonton, Alberta",42,"Jun",1951
"Precipitation","Edmonton, Alberta",129,"Jul",1951
"Precipitation","Edmonton, Alberta",44,"Aug",1951
"Precipitation","Edmonton, Alberta",21,"Sep",1951
"Precipitation","Edmonton, Alberta",21,"Oct",1951
"Precipitation","Edmonton, Alberta",21,"Nov",1951
"Precipitation","Edmonton, Alberta",26,"Dec",1951
"Precipitation","Edmonton, Alberta",36,"Jan",1952
"Precipitation","Edmonton, Alberta",12,"Feb",1952
"Precipitation","Edmonton, Alberta",10,"Mar",1952
"Precipitation","Edmonton, Alberta",3,"Apr",1952
"Precipitation","Edmonton, Alberta",39,"May",1952
"Precipitation","Edmonton, Alberta",135,"Jun",1952
"Precipitation","Edmonton, Alberta",90,"Jul",1952
"Precipitation","Edmonton, Alberta",50,"Aug",1952
"Precipitation","Edmonton, Alberta",30,"Sep",1952
"Precipitation","Edmonton, Alberta",7,"Oct",1952
"Precipitation","Edmonton, Alberta",5,"Nov",1952
"Precipitation","Edmonton, Alberta",3,"Dec",1952
"Precipitation","Edmonton, Alberta",46,"Jan",1953
"Precipitation","Edmonton, Alberta",8,"Feb",1953
"Precipitation","Edmonton, Alberta",39,"Mar",1953
"Precipitation","Edmonton, Alberta",33,"Apr",1953
"Precipitation","Edmonton, Alberta",48,"May",1953
"Precipitation","Edmonton, Alberta",102,"Jun",1953
"Precipitation","Edmonton, Alberta",149,"Jul",1953
"Precipitation","Edmonton, Alberta",110,"Aug",1953
"Precipitation","Edmonton, Alberta",11,"Sep",1953
"Precipitation","Edmonton, Alberta",6,"Oct",1953
"Precipitation","Edmonton, Alberta",8,"Nov",1953
"Precipitation","Edmonton, Alberta",19,"Dec",1953
"Precipitation","Edmonton, Alberta",12,"Jan",1954
"Precipitation","Edmonton, Alberta",8,"Feb",1954
"Precipitation","Edmonton, Alberta",22,"Mar",1954
"Precipitation","Edmonton, Alberta",26,"Apr",1954
"Precipitation","Edmonton, Alberta",91,"May",1954
"Precipitation","Edmonton, Alberta",81,"Jun",1954
"Precipitation","Edmonton, Alberta",104,"Jul",1954
"Precipitation","Edmonton, Alberta",151,"Aug",1954
"Precipitation","Edmonton, Alberta",18,"Sep",1954
"Precipitation","Edmonton, Alberta",8,"Oct",1954
"Precipitation","Edmonton, Alberta",6,"Nov",1954
"Precipitation","Edmonton, Alberta",5,"Dec",1954
"Precipitation","Edmonton, Alberta",10,"Jan",1955
"Precipitation","Edmonton, Alberta",15,"Feb",1955
"Precipitation","Edmonton, Alberta",23,"Mar",1955
"Precipitation","Edmonton, Alberta",54,"Apr",1955
"Precipitation","Edmonton, Alberta",15,"May",1955
"Precipitation","Edmonton, Alberta",36,"Jun",1955
"Precipitation","Edmonton, Alberta",127,"Jul",1955
"Precipitation","Edmonton, Alberta",27,"Aug",1955
"Precipitation","Edmonton, Alberta",89,"Sep",1955
"Precipitation","Edmonton, Alberta",26,"Oct",1955
"Precipitation","Edmonton, Alberta",10,"Nov",1955
"Precipitation","Edmonton, Alberta",38,"Dec",1955
"Precipitation","Edmonton, Alberta",23,"Jan",1956
"Precipitation","Edmonton, Alberta",31,"Feb",1956
"Precipitation","Edmonton, Alberta",24,"Mar",1956
"Precipitation","Edmonton, Alberta",14,"Apr",1956
"Precipitation","Edmonton, Alberta",9,"May",1956
"Precipitation","Edmonton, Alberta",128,"Jun",1956
"Precipitation","Edmonton, Alberta",73,"Jul",1956
"Precipitation","Edmonton, Alberta",95,"Aug",1956
"Precipitation","Edmonton, Alberta",40,"Sep",1956
"Precipitation","Edmonton, Alberta",14,"Oct",1956
"Precipitation","Edmonton, Alberta",9,"Nov",1956
"Precipitation","Edmonton, Alberta",30,"Dec",1956
"Precipitation","Edmonton, Alberta",13,"Jan",1957
"Precipitation","Edmonton, Alberta",16,"Feb",1957
"Precipitation","Edmonton, Alberta",14,"Mar",1957
"Precipitation","Edmonton, Alberta",19,"Apr",1957
"Precipitation","Edmonton, Alberta",17,"May",1957
"Precipitation","Edmonton, Alberta",34,"Jun",1957
"Precipitation","Edmonton, Alberta",47,"Jul",1957
"Precipitation","Edmonton, Alberta",95,"Aug",1957
"Precipitation","Edmonton, Alberta",29,"Sep",1957
"Precipitation","Edmonton, Alberta",30,"Oct",1957
"Precipitation","Edmonton, Alberta",28,"Nov",1957
"Precipitation","Edmonton, Alberta",14,"Dec",1957
"Precipitation","Edmonton, Alberta",19,"Jan",1958
"Precipitation","Edmonton, Alberta",20,"Feb",1958
"Precipitation","Edmonton, Alberta",11,"Mar",1958
"Precipitation","Edmonton, Alberta",9,"Apr",1958
"Precipitation","Edmonton, Alberta",30,"May",1958
"Precipitation","Edmonton, Alberta",51,"Jun",1958
"Precipitation","Edmonton, Alberta",45,"Jul",1958
"Precipitation","Edmonton, Alberta",58,"Aug",1958
"Precipitation","Edmonton, Alberta",105,"Sep",1958
"Precipitation","Edmonton, Alberta",8,"Oct",1958
"Precipitation","Edmonton, Alberta",15,"Nov",1958
"Precipitation","Edmonton, Alberta",24,"Dec",1958
"Precipitation","Edmonton, Alberta",26,"Jan",1959
"Precipitation","Edmonton, Alberta",9,"Feb",1959
"Precipitation","Edmonton, Alberta",5,"Mar",1959
"Precipitation","Edmonton, Alberta",11,"Apr",1959
"Precipitation","Edmonton, Alberta",37,"May",1959
"Precipitation","Edmonton, Alberta",75,"Jun",1959
"Precipitation","Edmonton, Alberta",66,"Jul",1959
"Precipitation","Edmonton, Alberta",96,"Aug",1959
"Precipitation","Edmonton, Alberta",43,"Sep",1959
"Precipitation","Edmonton, Alberta",44,"Oct",1959
"Precipitation","Edmonton, Alberta",12,"Nov",1959
"Precipitation","Edmonton, Alberta",17,"Dec",1959
"Precipitation","Edmonton, Alberta",8,"Jan",1960
"Precipitation","Edmonton, Alberta",20,"Feb",1960
"Precipitation","Edmonton, Alberta",9,"Mar",1960
"Precipitation","Edmonton, Alberta",6,"Apr",1960
"Precipitation","Edmonton, Alberta",58,"May",1960
"Precipitation","Edmonton, Alberta",73,"Jun",1960
"Precipitation","Edmonton, Alberta",90,"Jul",1960
"Precipitation","Edmonton, Alberta",87,"Aug",1960
"Precipitation","Edmonton, Alberta",53,"Sep",1960
"Precipitation","Edmonton, Alberta",32,"Oct",1960
"Precipitation","Edmonton, Alberta",18,"Nov",1960
"Precipitation","Edmonton, Alberta",25,"Dec",1960
"Precipitation","Edmonton, Alberta",9,"Jan",1961
"Precipitation","Edmonton, Alberta",22,"Feb",1961
"Precipitation","Edmonton, Alberta",6,"Mar",1961
"Precipitation","Edmonton, Alberta",23,"Apr",1961
"Precipitation","Edmonton, Alberta",26,"May",1961
"Precipitation","Edmonton, Alberta",61,"Jun",1961
"Precipitation","Edmonton, Alberta",97,"Jul",1961
"Precipitation","Edmonton, Alberta",11,"Aug",1961
"Precipitation","Edmonton, Alberta",29,"Sep",1961
"Precipitation","Edmonton, Alberta",25,"Oct",1961
"Precipitation","Edmonton, Alberta",17,"Nov",1961
"Precipitation","Edmonton, Alberta",20,"Dec",1961
"Precipitation","Edmonton, Alberta",23,"Jan",1962
"Precipitation","Edmonton, Alberta",37,"Feb",1962
"Precipitation","Edmonton, Alberta",17,"Mar",1962
"Precipitation","Edmonton, Alberta",35,"Apr",1962
"Precipitation","Edmonton, Alberta",57,"May",1962
"Precipitation","Edmonton, Alberta",80,"Jun",1962
"Precipitation","Edmonton, Alberta",88,"Jul",1962
"Precipitation","Edmonton, Alberta",57,"Aug",1962
"Precipitation","Edmonton, Alberta",29,"Sep",1962
"Precipitation","Edmonton, Alberta",13,"Oct",1962
"Precipitation","Edmonton, Alberta",10,"Nov",1962
"Precipitation","Edmonton, Alberta",19,"Dec",1962
"Precipitation","Edmonton, Alberta",38,"Jan",1963
"Precipitation","Edmonton, Alberta",26,"Feb",1963
"Precipitation","Edmonton, Alberta",20,"Mar",1963
"Precipitation","Edmonton, Alberta",27,"Apr",1963
"Precipitation","Edmonton, Alberta",34,"May",1963
"Precipitation","Edmonton, Alberta",51,"Jun",1963
"Precipitation","Edmonton, Alberta",86,"Jul",1963
"Precipitation","Edmonton, Alberta",33,"Aug",1963
"Precipitation","Edmonton, Alberta",31,"Sep",1963
"Precipitation","Edmonton, Alberta",11,"Oct",1963
"Precipitation","Edmonton, Alberta",10,"Nov",1963
"Precipitation","Edmonton, Alberta",11,"Dec",1963
"Precipitation","Edmonton, Alberta",17,"Jan",1964
"Precipitation","Edmonton, Alberta",11,"Feb",1964
"Precipitation","Edmonton, Alberta",10,"Mar",1964
"Precipitation","Edmonton, Alberta",21,"Apr",1964
"Precipitation","Edmonton, Alberta",69,"May",1964
"Precipitation","Edmonton, Alberta",38,"Jun",1964
"Precipitation","Edmonton, Alberta",70,"Jul",1964
"Precipitation","Edmonton, Alberta",67,"Aug",1964
"Precipitation","Edmonton, Alberta",64,"Sep",1964
"Precipitation","Edmonton, Alberta",7,"Oct",1964
"Precipitation","Edmonton, Alberta",37,"Nov",1964
"Precipitation","Edmonton, Alberta",16,"Dec",1964
"Precipitation","Edmonton, Alberta",49,"Jan",1965
"Precipitation","Edmonton, Alberta",29,"Feb",1965
"Precipitation","Edmonton, Alberta",10,"Mar",1965
"Precipitation","Edmonton, Alberta",19,"Apr",1965
"Precipitation","Edmonton, Alberta",74,"May",1965
"Precipitation","Edmonton, Alberta",167,"Jun",1965
"Precipitation","Edmonton, Alberta",54,"Jul",1965
"Precipitation","Edmonton, Alberta",63,"Aug",1965
"Precipitation","Edmonton, Alberta",30,"Sep",1965
"Precipitation","Edmonton, Alberta",3,"Oct",1965
"Precipitation","Edmonton, Alberta",18,"Nov",1965
"Precipitation","Edmonton, Alberta",14,"Dec",1965
"Precipitation","Edmonton, Alberta",34,"Jan",1966
"Precipitation","Edmonton, Alberta",14,"Feb",1966
"Precipitation","Edmonton, Alberta",6,"Mar",1966
"Precipitation","Edmonton, Alberta",21,"Apr",1966
"Precipitation","Edmonton, Alberta",32,"May",1966
"Precipitation","Edmonton, Alberta",32,"Jun",1966
"Precipitation","Edmonton, Alberta",67,"Jul",1966
"Precipitation","Edmonton, Alberta",146,"Aug",1966
"Precipitation","Edmonton, Alberta",16,"Sep",1966
"Precipitation","Edmonton, Alberta",6,"Oct",1966
"Precipitation","Edmonton, Alberta",19,"Nov",1966
"Precipitation","Edmonton, Alberta",11,"Dec",1966
"Precipitation","Edmonton, Alberta",22,"Jan",1967
"Precipitation","Edmonton, Alberta",19,"Feb",1967
"Precipitation","Edmonton, Alberta",29,"Mar",1967
"Precipitation","Edmonton, Alberta",11,"Apr",1967
"Precipitation","Edmonton, Alberta",30,"May",1967
"Precipitation","Edmonton, Alberta",50,"Jun",1967
"Precipitation","Edmonton, Alberta",49,"Jul",1967
"Precipitation","Edmonton, Alberta",58,"Aug",1967
"Precipitation","Edmonton, Alberta",3,"Sep",1967
"Precipitation","Edmonton, Alberta",35,"Oct",1967
"Precipitation","Edmonton, Alberta",18,"Nov",1967
"Precipitation","Edmonton, Alberta",31,"Dec",1967
"Precipitation","Edmonton, Alberta",24,"Jan",1968
"Precipitation","Edmonton, Alberta",6,"Feb",1968
"Precipitation","Edmonton, Alberta",10,"Mar",1968
"Precipitation","Edmonton, Alberta",18,"Apr",1968
"Precipitation","Edmonton, Alberta",6,"May",1968
"Precipitation","Edmonton, Alberta",55,"Jun",1968
"Precipitation","Edmonton, Alberta",76,"Jul",1968
"Precipitation","Edmonton, Alberta",76,"Aug",1968
"Precipitation","Edmonton, Alberta",43,"Sep",1968
"Precipitation","Edmonton, Alberta",14,"Oct",1968
"Precipitation","Edmonton, Alberta",2,"Nov",1968
"Precipitation","Edmonton, Alberta",31,"Dec",1968
"Precipitation","Edmonton, Alberta",25,"Jan",1969
"Precipitation","Edmonton, Alberta",18,"Feb",1969
"Precipitation","Edmonton, Alberta",9,"Mar",1969
"Precipitation","Edmonton, Alberta",26,"Apr",1969
"Precipitation","Edmonton, Alberta",33,"May",1969
"Precipitation","Edmonton, Alberta",26,"Jun",1969
"Precipitation","Edmonton, Alberta",90,"Jul",1969
"Precipitation","Edmonton, Alberta",97,"Aug",1969
"Precipitation","Edmonton, Alberta",89,"Sep",1969
"Precipitation","Edmonton, Alberta",21,"Oct",1969
"Precipitation","Edmonton, Alberta",21,"Nov",1969
"Precipitation","Edmonton, Alberta",17,"Dec",1969
"Precipitation","Edmonton, Alberta",18,"Jan",1970
"Precipitation","Edmonton, Alberta",13,"Feb",1970
"Precipitation","Edmonton, Alberta",23,"Mar",1970
"Precipitation","Edmonton, Alberta",6,"Apr",1970
"Precipitation","Edmonton, Alberta",32,"May",1970
"Precipitation","Edmonton, Alberta",98,"Jun",1970
"Precipitation","Edmonton, Alberta",128,"Jul",1970
"Precipitation","Edmonton, Alberta",25,"Aug",1970
"Precipitation","Edmonton, Alberta",31,"Sep",1970
"Precipitation","Edmonton, Alberta",35,"Oct",1970
